,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
18024,8,CASH_OUT,1,C7,1,0,C7,2,2,0
18025,8,PAYMENT,1,C9,0,0,M1,0,0,0
18026,8,PAYMENT,1,C3,1,1,M1,0,0,0
18027,8,TRANSFER,5,C1,1,0,C1,1,5,0
18028,8,CASH_IN,1,C7,1,1,C5,1,1,0
18029,8,PAYMENT,1,C2,1,1,M2,0,0,0
18030,8,CASH_OUT,1,C2,1,0,C2,0,5,0
18031,8,PAYMENT,1,C6,1,1,M1,0,0,0
18032,8,PAYMENT,1,C1,1,1,M1,0,0,0
18033,8,PAYMENT,1,C4,1,1,M4,0,0,0
18034,8,PAYMENT,1,C5,1,0,M1,0,0,0
18035,8,TRANSFER,4,C8,1,0,C9,2,3,0
18036,8,PAYMENT,1,C1,1,1,M8,0,0,0
18037,8,PAYMENT,1,C1,1,1,M5,0,0,0
18038,8,PAYMENT,1,C1,2,2,M1,0,0,0
18039,8,TRANSFER,3,C1,1,0,C2,1,4,0
18040,8,PAYMENT,1,C3,2,2,M1,0,0,0
18041,8,CASH_IN,1,C4,1,1,C1,0,0,0
18042,8,TRANSFER,1,C5,1,0,C1,4,6,0
18043,8,CASH_OUT,1,C1,0,0,C1,4,5,0
18044,8,CASH_OUT,1,C8,0,0,C7,8,6,0
18045,8,CASH_OUT,1,C2,0,0,C1,2,2,0
18046,8,CASH_OUT,1,C2,0,0,C1,8,8,0
18047,8,CASH_OUT,1,C9,0,0,C2,5,5,0
18048,8,CASH_OUT,1,C1,0,0,C4,3,4,0
18049,8,CASH_OUT,1,C5,0,0,C1,2,4,0
18050,8,CASH_OUT,1,C1,0,0,C1,4,4,0
18051,8,CASH_OUT,2,C1,0,0,C1,4,4,0
18052,8,CASH_OUT,1,C7,0,0,C4,1,1,0
18053,8,CASH_OUT,1,C1,0,0,C2,2,2,0
18054,8,CASH_OUT,1,C9,0,0,C8,2,5,0
18055,8,CASH_OUT,1,C3,0,0,C4,2,0,0
18056,8,CASH_OUT,1,C1,0,0,C5,4,4,0
18057,8,CASH_OUT,1,C6,0,0,C1,2,0,0
18058,8,CASH_OUT,1,C1,0,0,C1,2,4,0
18059,8,CASH_OUT,1,C1,0,0,C1,5,5,0
18060,8,CASH_OUT,1,C4,0,0,C2,3,5,0
18061,8,CASH_OUT,1,C1,0,0,C7,9,8,0
18062,8,CASH_OUT,1,C1,1,0,C6,1,2,0
18063,8,TRANSFER,4,C2,2,0,C1,0,4,0
18064,8,PAYMENT,1,C2,1,1,M6,0,0,0
18065,8,PAYMENT,1,C8,1,0,M8,0,0,0
18066,8,PAYMENT,1,C1,0,0,M1,0,0,0
18067,8,PAYMENT,1,C3,2,2,M1,0,0,0
18068,8,CASH_IN,2,C1,1,2,C1,1,0,0
18069,8,PAYMENT,1,C2,1,1,M8,0,0,0
18070,8,PAYMENT,1,C1,1,1,M1,0,0,0
18071,8,CASH_OUT,1,C1,1,0,C1,0,0,0
18072,8,TRANSFER,1,C1,1,0,C1,1,0,0
18073,8,CASH_OUT,1,C7,1,0,C1,4,6,0
18074,8,PAYMENT,1,C2,3,3,M3,0,0,0
18075,8,CASH_IN,1,C1,3,4,C1,4,6,0
18076,8,CASH_IN,1,C1,4,4,C1,4,0,0
18077,8,CASH_IN,1,C7,4,4,C1,4,2,0
18078,8,CASH_IN,1,C1,4,4,C6,2,1,0
18079,8,CASH_IN,1,C9,4,4,C1,2,1,0
18080,8,CASH_IN,2,C1,4,4,C1,5,5,0
18081,8,CASH_IN,1,C1,4,4,C1,5,6,0
18082,8,CASH_IN,1,C1,4,5,C1,6,8,0
18083,8,CASH_IN,1,C7,5,5,C1,9,8,0
18084,8,CASH_IN,1,C2,5,5,C1,2,0,0
18085,8,CASH_IN,1,C8,5,5,C6,2,2,0
18086,8,CASH_OUT,1,C1,4,3,C4,1,2,0
18087,8,PAYMENT,1,C2,1,1,M1,0,0,0
18088,8,PAYMENT,1,C2,0,0,M1,0,0,0
18089,8,PAYMENT,1,C3,0,0,M6,0,0,0
18090,8,TRANSFER,3,C2,1,0,C1,2,5,0
18091,8,CASH_OUT,2,C1,1,0,C7,2,4,0
18092,8,CASH_OUT,1,C8,4,4,C5,1,2,0
18093,8,PAYMENT,1,C3,4,4,M5,0,0,0
18094,8,CASH_OUT,1,C2,1,0,C1,0,2,0
18095,8,CASH_OUT,2,C1,1,0,C1,4,5,0
18096,8,PAYMENT,1,C6,2,2,M2,0,0,0
18097,8,PAYMENT,1,C1,1,1,M1,0,0,0
18098,8,PAYMENT,1,C1,1,0,M1,0,0,0
18099,8,PAYMENT,1,C4,1,1,M1,0,0,0
18100,8,CASH_OUT,1,C2,1,1,C1,0,2,0
18101,8,PAYMENT,1,C1,1,0,M1,0,0,0
18102,8,PAYMENT,1,C9,3,3,M2,0,0,0
18103,8,CASH_OUT,1,C9,3,3,C2,1,1,0
18104,8,CASH_OUT,1,C1,1,0,C2,0,1,0
18105,8,PAYMENT,1,C1,1,1,M1,0,0,0
18106,8,PAYMENT,1,C2,1,1,M4,0,0,0
18107,8,CASH_IN,2,C1,1,2,C1,2,0,0
18108,8,PAYMENT,1,C1,1,0,M2,0,0,0
18109,8,CASH_OUT,2,C1,1,0,C1,0,0,0
18110,8,CASH_IN,1,C5,2,3,C1,0,2,0
18111,8,CASH_IN,2,C3,0,2,C3,1,0,0
18112,8,PAYMENT,1,C9,2,2,M7,0,0,0
18113,8,PAYMENT,1,C1,2,2,M1,0,0,0
18114,8,PAYMENT,1,C5,2,2,M1,0,0,0
18115,8,PAYMENT,1,C1,2,2,M1,0,0,0
18116,8,PAYMENT,1,C7,2,2,M2,0,0,0
18117,8,PAYMENT,1,C1,2,2,M1,0,0,0
18118,8,PAYMENT,1,C1,2,2,M7,0,0,0
18119,8,PAYMENT,1,C6,2,2,M2,0,0,0
18120,8,PAYMENT,1,C8,2,2,M1,0,0,0
18121,8,PAYMENT,1,C1,2,2,M1,0,0,0
18122,8,PAYMENT,1,C3,2,2,M3,0,0,0
18123,8,PAYMENT,1,C5,2,2,M1,0,0,0
18124,8,PAYMENT,1,C1,2,2,M1,0,0,0
18125,8,PAYMENT,1,C8,2,2,M1,0,0,0
18126,8,PAYMENT,1,C1,2,2,M1,0,0,0
18127,8,PAYMENT,1,C1,2,2,M6,0,0,0
18128,8,PAYMENT,1,C5,2,2,M1,0,0,0
18129,8,PAYMENT,1,C5,2,2,M9,0,0,0
18130,8,PAYMENT,1,C5,2,1,M1,0,0,0
18131,8,PAYMENT,1,C1,1,1,M1,0,0,1
18132,8,PAYMENT,1,C6,1,1,M1,0,0,0
18133,8,PAYMENT,1,C1,1,1,M3,0,0,0
18134,8,CASH_IN,1,C1,1,2,C2,2,1,0
18135,8,PAYMENT,1,C1,2,2,M8,0,0,0
18136,8,CASH_IN,1,C1,3,3,C1,0,0,1
18137,8,TRANSFER,4,C2,3,0,C1,4,5,0
18138,8,CASH_IN,1,C9,1,2,C8,0,0,0
18139,8,CASH_OUT,2,C1,2,0,C2,4,0,0
18140,8,PAYMENT,1,C1,1,0,M1,0,0,0
18141,8,TRANSFER,1,C1,1,0,C6,0,1,0
18142,8,PAYMENT,1,C1,0,0,M1,0,0,0
18143,8,CASH_OUT,1,C1,0,0,C1,1,4,0
18144,8,PAYMENT,1,C5,1,1,M3,0,0,0
18145,8,PAYMENT,1,C1,1,0,M9,0,0,0
18146,8,TRANSFER,2,C3,1,0,C2,1,1,0
18147,8,TRANSFER,3,C1,1,0,C1,0,3,0
18148,8,PAYMENT,1,C2,1,0,M1,0,0,0
18149,8,PAYMENT,1,C1,2,2,M1,0,0,0
18150,8,CASH_OUT,1,C1,2,1,C1,2,0,0
18151,8,CASH_IN,1,C9,1,2,C7,1,1,0
18152,8,TRANSFER,5,C3,1,0,C1,1,4,0
18153,8,PAYMENT,1,C1,1,1,M1,0,0,0
18154,8,PAYMENT,1,C4,1,1,M1,0,0,0
18155,8,PAYMENT,1,C5,1,1,M7,0,0,0
18156,8,CASH_IN,2,C1,1,2,C1,2,0,0
18157,8,PAYMENT,1,C1,1,1,M1,0,0,0
18158,8,CASH_IN,1,C1,1,2,C2,2,4,0
18159,8,PAYMENT,1,C1,1,1,M2,0,0,0
18160,8,CASH_OUT,1,C1,1,0,C1,2,4,0
18161,8,TRANSFER,1,C1,2,0,C1,0,1,0
18162,8,TRANSFER,4,C2,1,0,C1,1,4,0
18163,8,CASH_IN,1,C1,1,2,C4,2,1,0
18164,8,TRANSFER,3,C8,1,0,C1,1,2,0
18165,8,CASH_OUT,2,C1,1,0,C7,2,1,0
18166,8,PAYMENT,1,C9,1,1,M1,0,0,0
18167,8,CASH_OUT,1,C1,1,1,C1,2,0,0
18168,8,PAYMENT,1,C6,2,2,M3,0,0,0
18169,8,PAYMENT,1,C3,2,1,M1,0,0,0
18170,8,PAYMENT,1,C1,1,0,M6,0,0,0
18171,8,PAYMENT,1,C1,0,0,M1,0,0,0
18172,8,PAYMENT,1,C5,1,1,M1,0,0,0
18173,8,CASH_OUT,1,C1,1,0,C1,0,3,0
18174,8,TRANSFER,4,C1,0,0,C1,4,5,0
18175,8,PAYMENT,1,C8,1,0,M1,0,0,0
18176,8,TRANSFER,5,C1,0,0,C1,5,6,0
18177,8,TRANSFER,3,C1,0,0,C8,4,6,0
18178,8,TRANSFER,4,C2,0,0,C1,4,5,0
18179,8,TRANSFER,3,C1,0,0,C3,5,5,0
18180,8,TRANSFER,5,C2,0,0,C4,6,6,0
18181,8,TRANSFER,4,C1,0,0,C6,5,6,0
18182,8,TRANSFER,1,C1,0,0,C1,5,6,0
18183,8,TRANSFER,2,C3,0,0,C1,4,5,0
18184,8,TRANSFER,3,C2,0,0,C7,8,6,0
18185,8,TRANSFER,4,C1,0,0,C1,4,5,0
18186,8,TRANSFER,1,C2,0,0,C6,2,3,0
18187,8,TRANSFER,2,C1,0,0,C2,4,5,0
18188,8,TRANSFER,2,C2,0,0,C9,4,5,0
18189,8,TRANSFER,3,C4,0,0,C1,4,6,0
18190,8,TRANSFER,2,C1,0,0,C1,2,2,0
18191,8,TRANSFER,1,C6,0,0,C1,3,4,0
18192,8,TRANSFER,1,C2,0,0,C1,2,1,0
18193,8,TRANSFER,1,C1,0,0,C8,4,5,0
18194,8,TRANSFER,1,C3,0,0,C1,2,2,0
18195,8,PAYMENT,1,C5,1,1,M1,0,0,0
18196,8,PAYMENT,1,C1,1,1,M1,0,0,0
18197,8,PAYMENT,1,C5,1,1,M1,0,0,0
18198,8,PAYMENT,1,C1,1,1,M1,0,0,0
18199,8,CASH_OUT,2,C4,4,4,C2,2,0,0
18200,8,PAYMENT,1,C1,4,4,M4,0,0,0
18201,8,PAYMENT,1,C1,4,4,M4,0,0,0
18202,8,PAYMENT,1,C2,1,1,M1,0,0,0
18203,8,PAYMENT,1,C1,4,4,M1,0,0,0
18204,8,CASH_IN,1,C1,4,4,C1,2,2,0
18205,8,CASH_IN,1,C4,4,4,C2,2,0,0
18206,8,CASH_IN,2,C6,4,4,C3,2,1,0
18207,8,CASH_IN,2,C3,4,4,C1,5,6,0
18208,8,CASH_IN,1,C1,4,5,C1,2,2,0
18209,8,CASH_IN,1,C1,5,5,C1,2,4,0
18210,8,CASH_IN,1,C7,5,5,C6,2,1,0
18211,8,CASH_IN,2,C1,5,5,C3,3,2,0
18212,8,CASH_IN,1,C5,5,5,C6,4,5,0
18213,8,CASH_IN,1,C1,5,5,C1,1,0,0
18214,8,CASH_IN,1,C1,5,5,C1,1,1,0
18215,8,CASH_IN,1,C2,5,5,C1,2,0,0
18216,8,CASH_IN,1,C1,5,5,C3,3,2,0
18217,8,CASH_IN,1,C4,5,5,C1,4,0,0
18218,8,CASH_IN,1,C1,5,5,C7,2,2,0
18219,8,CASH_IN,1,C5,5,5,C1,9,9,0
18220,8,CASH_IN,2,C1,5,5,C2,4,5,0
18221,8,CASH_IN,1,C9,5,5,C9,2,1,0
18222,8,CASH_IN,1,C8,5,5,C4,1,1,0
18223,8,CASH_IN,1,C8,5,5,C1,1,6,0
18224,8,CASH_IN,1,C1,5,5,C1,4,3,0
18225,8,CASH_IN,1,C1,5,5,C1,3,4,0
18226,8,CASH_IN,1,C3,5,5,C4,4,5,0
18227,8,CASH_IN,1,C4,5,5,C1,2,1,0
18228,8,CASH_IN,1,C3,5,5,C2,2,0,0
18229,8,CASH_IN,1,C1,5,5,C1,4,5,0
18230,8,CASH_IN,1,C8,5,5,C1,2,1,0
18231,8,CASH_IN,1,C7,5,6,C5,2,2,0
18232,8,CASH_IN,1,C1,6,6,C1,4,4,0
18233,8,CASH_IN,1,C6,6,6,C1,2,1,0
18234,8,CASH_IN,3,C1,6,6,C1,9,9,0
18235,8,CASH_IN,1,C1,6,6,C1,5,4,0
18236,8,CASH_IN,1,C1,6,6,C4,2,0,0
18237,8,CASH_IN,1,C2,6,6,C7,8,6,0
18238,8,CASH_IN,1,C8,6,6,C1,5,6,0
18239,8,CASH_IN,2,C2,6,6,C7,9,8,0
18240,8,CASH_IN,1,C1,6,6,C1,4,2,0
18241,8,CASH_IN,2,C4,6,6,C1,8,6,0
18242,8,CASH_IN,1,C1,6,6,C4,2,0,0
18243,8,CASH_IN,1,C1,6,6,C1,2,2,0
18244,8,CASH_IN,1,C1,6,6,C9,2,0,0
18245,8,CASH_IN,1,C9,6,6,C2,2,1,0
18246,8,CASH_IN,1,C9,6,6,C7,2,1,0
18247,8,CASH_IN,1,C1,6,6,C3,2,1,0
18248,8,CASH_IN,1,C9,6,6,C1,4,4,0
18249,8,CASH_IN,1,C1,6,6,C8,2,1,0
18250,8,CASH_IN,1,C5,6,6,C2,2,1,0
18251,8,CASH_IN,1,C1,6,6,C1,1,0,0
18252,8,CASH_IN,1,C1,6,6,C1,4,5,0
18253,8,CASH_IN,2,C7,6,6,C1,3,4,0
18254,8,CASH_IN,1,C1,6,6,C5,2,0,0
18255,8,CASH_IN,1,C9,6,6,C1,3,5,0
18256,8,CASH_IN,1,C1,6,6,C5,1,2,0
18257,8,CASH_IN,2,C1,6,6,C1,8,6,0
18258,8,CASH_IN,1,C4,6,6,C1,4,4,0
18259,8,CASH_IN,1,C1,6,6,C6,4,5,0
18260,8,CASH_IN,2,C1,6,6,C1,2,1,0
18261,8,CASH_IN,1,C8,6,6,C2,3,1,0
18262,8,CASH_IN,2,C1,6,6,C1,2,0,0
18263,8,CASH_IN,3,C5,6,6,C4,3,0,0
18264,8,CASH_IN,1,C1,6,6,C1,2,2,0
18265,8,CASH_IN,2,C1,6,6,C6,3,2,0
18266,8,CASH_IN,1,C1,6,6,C1,4,4,0
18267,8,CASH_IN,1,C1,6,6,C1,4,5,0
18268,8,CASH_IN,2,C3,6,6,C7,3,0,0
18269,8,CASH_IN,1,C1,6,6,C4,2,1,0
18270,8,CASH_IN,1,C1,6,6,C1,2,2,0
18271,8,CASH_IN,1,C1,6,6,C1,3,2,0
18272,8,TRANSFER,4,C2,1,0,C5,1,6,0
18273,8,PAYMENT,1,C1,1,1,M1,0,0,0
18274,8,TRANSFER,5,C1,1,0,C1,8,8,0
18275,8,PAYMENT,1,C6,2,2,M6,0,0,0
18276,8,CASH_IN,1,C5,1,2,C2,0,0,0
18277,8,PAYMENT,1,C1,1,0,M1,0,0,0
18278,8,PAYMENT,1,C5,1,0,M1,0,0,0
18279,8,TRANSFER,4,C1,1,0,C2,5,5,0
18280,8,CASH_IN,1,C1,1,2,C1,1,2,0
18281,8,CASH_OUT,1,C1,2,1,C1,3,2,0
18282,8,PAYMENT,1,C1,1,1,M1,0,0,0
18283,8,TRANSFER,4,C7,1,0,C1,1,4,0
18284,8,PAYMENT,1,C1,1,0,M2,0,0,0
18285,8,PAYMENT,1,C1,3,3,M2,0,0,0
18286,8,CASH_OUT,2,C1,1,0,C4,1,0,0
18287,8,PAYMENT,1,C1,3,3,M2,0,0,0
18288,8,CASH_OUT,1,C1,1,0,C8,4,5,0
18289,8,CASH_OUT,1,C5,1,0,C1,1,0,1
18290,8,CASH_OUT,1,C9,1,1,C3,2,2,0
18291,8,PAYMENT,1,C1,1,0,M1,0,0,0
18292,8,PAYMENT,1,C1,1,1,M1,0,0,0
18293,8,PAYMENT,1,C3,1,1,M1,0,0,0
18294,8,CASH_OUT,1,C1,1,0,C6,1,5,0
18295,8,PAYMENT,1,C1,1,1,M4,0,0,0
18296,8,CASH_IN,1,C1,2,3,C1,1,2,0
18297,8,PAYMENT,1,C5,2,2,M8,0,0,0
18298,8,CASH_IN,2,C5,1,2,C1,0,0,0
18299,8,CASH_IN,2,C1,1,2,C3,0,0,0
18300,8,TRANSFER,1,C1,1,0,C1,4,3,0
18301,8,CASH_OUT,2,C6,0,0,C1,4,5,1
18302,8,CASH_OUT,1,C2,0,0,C1,1,1,0
18303,8,CASH_OUT,1,C1,0,0,C6,3,4,0
18304,8,CASH_OUT,2,C1,0,0,C1,3,4,0
18305,8,CASH_OUT,1,C6,0,0,C1,1,1,0
18306,8,CASH_OUT,1,C1,0,0,C2,2,5,0
18307,8,CASH_OUT,1,C4,0,0,C4,1,0,0
18308,8,CASH_OUT,1,C2,0,0,C6,4,5,0
18309,8,CASH_OUT,1,C4,0,0,C5,3,4,0
18310,8,CASH_OUT,1,C1,0,0,C7,6,6,0
18311,8,CASH_OUT,1,C1,0,0,C1,2,4,0
18312,8,CASH_OUT,1,C1,0,0,C1,1,2,0
18313,8,CASH_OUT,1,C1,0,0,C1,2,3,0
18314,8,CASH_OUT,1,C6,0,0,C1,2,4,0
18315,8,CASH_OUT,1,C3,0,0,C1,2,3,0
18316,8,CASH_IN,1,C3,4,4,C1,1,0,0
18317,8,PAYMENT,1,C1,4,4,M1,0,0,0
18318,8,TRANSFER,3,C1,1,0,C1,2,0,0
18319,8,TRANSFER,5,C1,1,0,C2,1,5,0
18320,8,PAYMENT,1,C1,0,0,M1,0,0,1
18321,8,CASH_OUT,1,C1,1,0,C6,0,2,0
18322,8,PAYMENT,1,C1,0,0,M6,0,0,0
18323,8,TRANSFER,5,C6,1,0,C5,1,5,0
18324,8,CASH_OUT,1,C1,1,0,C1,1,4,0
18325,8,PAYMENT,1,C1,2,2,M1,0,0,0
18326,8,TRANSFER,5,C1,2,0,C1,9,8,0
18327,8,TRANSFER,5,C1,0,0,C1,5,6,0
18328,8,TRANSFER,1,C1,0,0,C1,2,4,0
18329,8,TRANSFER,4,C1,0,0,C1,5,6,0
18330,8,PAYMENT,1,C8,1,1,M1,0,0,0
18331,8,PAYMENT,1,C1,3,3,M1,0,0,0
18332,8,PAYMENT,1,C1,3,3,M1,0,0,0
18333,8,PAYMENT,1,C1,1,1,M1,0,0,0
18334,8,TRANSFER,4,C1,2,0,C1,0,5,0
18335,8,PAYMENT,1,C2,0,0,M1,0,0,0
18336,8,TRANSFER,3,C1,1,0,C4,0,1,0
18337,8,PAYMENT,1,C1,2,2,M6,0,0,0
18338,8,CASH_OUT,2,C1,2,0,C1,5,6,0
18339,8,CASH_OUT,1,C1,1,0,C3,1,1,0
18340,8,TRANSFER,2,C1,1,0,C5,0,4,0
18341,8,CASH_OUT,1,C9,1,0,C2,2,1,0
18342,8,TRANSFER,5,C2,0,0,C9,5,5,0
18343,8,PAYMENT,1,C7,1,1,M1,0,0,0
18344,8,PAYMENT,1,C5,1,1,M4,0,0,0
18345,8,PAYMENT,1,C5,1,1,M6,0,0,0
18346,8,PAYMENT,1,C8,1,0,M2,0,0,0
18347,8,PAYMENT,1,C1,1,1,M1,0,0,0
18348,8,PAYMENT,1,C1,2,1,M1,0,0,0
18349,8,PAYMENT,1,C1,1,0,M3,0,0,0
18350,8,PAYMENT,1,C7,1,0,M3,0,0,0
18351,8,TRANSFER,2,C1,1,0,C1,2,5,0
18352,8,PAYMENT,1,C8,1,1,M5,0,0,0
18353,8,CASH_IN,2,C1,1,2,C2,2,1,0
18354,8,PAYMENT,1,C7,1,1,M7,0,0,0
18355,8,TRANSFER,2,C7,1,0,C1,1,2,0
18356,8,TRANSFER,1,C1,1,1,C1,0,2,0
18357,8,CASH_IN,1,C2,1,2,C4,0,2,0
18358,8,PAYMENT,1,C8,1,1,M2,0,0,0
18359,8,TRANSFER,1,C2,1,0,C1,2,3,0
18360,8,PAYMENT,1,C1,1,1,M1,0,0,0
18361,8,CASH_OUT,1,C3,1,0,C1,2,4,0
18362,8,PAYMENT,1,C6,1,1,M1,0,0,0
18363,8,CASH_OUT,2,C1,1,0,C8,4,5,0
18364,8,CASH_OUT,1,C5,1,1,C1,0,1,0
18365,8,CASH_OUT,1,C3,1,0,C1,2,1,0
18366,8,CASH_OUT,1,C1,1,1,C2,0,1,0
18367,8,PAYMENT,1,C4,1,1,M3,0,0,0
18368,8,CASH_IN,1,C1,1,1,C1,3,1,0
18369,8,CASH_IN,2,C3,1,2,C1,4,5,0
18370,8,CASH_IN,2,C1,2,3,C7,3,0,0
18371,8,CASH_IN,1,C1,3,4,C4,2,2,0
18372,8,CASH_IN,1,C2,4,4,C1,3,4,0
18373,8,CASH_IN,1,C7,4,4,C5,4,6,1
18374,8,CASH_IN,2,C4,4,4,C1,4,4,0
18375,8,CASH_IN,3,C4,4,5,C2,4,2,0
18376,8,CASH_IN,1,C1,5,5,C7,2,5,0
18377,8,CASH_IN,2,C1,5,5,C3,3,2,0
18378,8,CASH_IN,1,C1,5,5,C1,2,0,0
18379,8,CASH_IN,1,C1,5,5,C1,2,1,0
18380,8,CASH_IN,1,C8,5,5,C5,1,0,0
18381,8,CASH_IN,1,C9,5,5,C1,2,2,0
18382,8,CASH_IN,2,C1,5,5,C4,3,3,0
18383,8,CASH_IN,1,C1,5,5,C1,4,5,0
18384,8,CASH_IN,1,C2,5,5,C1,1,1,0
18385,8,CASH_IN,2,C4,5,5,C1,2,2,0
18386,8,CASH_IN,1,C2,5,5,C6,2,2,0
18387,8,CASH_IN,1,C9,5,5,C1,1,1,0
18388,8,CASH_IN,1,C3,5,5,C1,2,3,0
18389,8,CASH_IN,1,C9,5,5,C3,2,1,0
18390,8,CASH_IN,1,C3,5,5,C1,1,0,0
18391,8,CASH_IN,2,C1,5,5,C1,3,2,0
18392,8,CASH_IN,1,C1,5,5,C1,1,2,0
18393,8,CASH_IN,1,C1,5,5,C1,2,0,0
18394,8,CASH_IN,2,C6,5,5,C1,2,2,0
18395,8,CASH_IN,1,C2,5,5,C1,2,2,0
18396,8,CASH_IN,1,C1,5,6,C1,2,2,0
18397,8,CASH_IN,2,C9,6,6,C1,4,5,0
18398,8,CASH_IN,1,C1,6,6,C2,2,0,0
18399,8,CASH_IN,1,C1,6,6,C1,2,2,0
18400,8,CASH_IN,1,C1,6,6,C1,4,5,0
18401,8,CASH_IN,2,C1,6,6,C1,3,4,0
18402,8,CASH_IN,1,C6,6,6,C5,2,4,0
18403,8,CASH_IN,1,C1,6,6,C1,2,1,0
18404,8,CASH_IN,1,C1,6,6,C9,8,6,0
18405,8,CASH_IN,1,C1,6,6,C1,6,6,0
18406,8,CASH_IN,1,C9,6,6,C1,2,2,0
18407,8,CASH_IN,1,C9,6,6,C2,4,5,0
18408,8,CASH_IN,2,C1,6,6,C1,2,2,0
18409,8,CASH_IN,1,C3,6,6,C1,4,5,0
18410,8,CASH_IN,1,C1,6,6,C2,1,1,0
18411,8,CASH_IN,2,C1,6,6,C1,5,5,0
18412,8,CASH_IN,1,C6,6,6,C1,2,4,0
18413,8,CASH_IN,1,C1,6,6,C6,8,8,0
18414,8,CASH_IN,1,C6,6,6,C1,1,2,0
18415,8,CASH_IN,1,C1,6,6,C1,2,2,0
18416,8,CASH_IN,1,C2,6,6,C1,2,1,0
18417,8,CASH_IN,1,C1,6,6,C2,2,1,0
18418,8,CASH_IN,1,C1,6,6,C1,6,6,0
18419,8,CASH_IN,1,C1,6,6,C2,2,2,0
18420,8,CASH_IN,1,C1,6,6,C5,3,2,0
18421,8,CASH_IN,1,C1,6,6,C1,8,8,0
18422,8,CASH_IN,1,C3,6,6,C1,2,1,0
18423,8,CASH_IN,2,C4,6,6,C2,4,2,0
18424,8,CASH_IN,1,C1,2,2,C1,2,2,0
18425,8,PAYMENT,1,C4,1,1,M8,0,0,0
18426,8,CASH_IN,1,C1,1,2,C1,1,3,0
18427,8,PAYMENT,1,C4,1,1,M3,0,0,0
18428,8,PAYMENT,1,C1,3,3,M1,0,0,0
18429,8,CASH_OUT,1,C2,3,2,C1,2,4,0
18430,8,CASH_OUT,1,C1,1,0,C9,1,3,0
18431,8,CASH_IN,2,C6,1,2,C1,2,0,0
18432,8,CASH_OUT,2,C2,1,0,C1,1,0,0
18433,8,CASH_OUT,1,C1,1,0,C1,2,4,0
18434,8,TRANSFER,4,C3,0,0,C8,6,8,0
18435,8,TRANSFER,4,C1,0,0,C1,8,6,0
18436,8,TRANSFER,1,C3,0,0,C1,4,3,0
18437,8,TRANSFER,4,C1,0,0,C2,4,4,0
18438,8,TRANSFER,5,C1,0,0,C1,5,5,0
18439,8,TRANSFER,3,C5,0,0,C3,4,5,0
18440,8,TRANSFER,1,C1,0,0,C1,2,3,0
18441,8,TRANSFER,2,C1,0,0,C1,6,6,0
18442,8,TRANSFER,5,C4,0,0,C1,5,5,0
18443,8,TRANSFER,3,C1,0,0,C1,5,5,0
18444,8,TRANSFER,4,C1,1,0,C3,1,1,0
18445,8,CASH_IN,1,C1,1,2,C1,4,4,0
18446,8,PAYMENT,1,C5,2,2,M1,0,0,0
18447,8,CASH_OUT,1,C7,1,0,C2,0,2,0
18448,8,CASH_OUT,1,C1,1,0,C6,2,4,0
18449,8,CASH_OUT,1,C2,1,0,C1,1,0,1
18450,8,PAYMENT,1,C9,1,0,M2,0,0,0
18451,8,CASH_IN,1,C1,1,2,C1,1,0,0
18452,8,PAYMENT,1,C6,2,2,M1,0,0,0
18453,8,CASH_OUT,1,C5,4,3,C1,4,4,0
18454,8,PAYMENT,1,C2,3,3,M6,0,0,0
18455,8,PAYMENT,1,C1,3,3,M2,0,0,0
18456,8,CASH_OUT,2,C2,2,0,C9,0,4,0
18457,8,CASH_OUT,1,C1,1,0,C1,1,1,0
18458,8,PAYMENT,1,C2,1,1,M7,0,0,0
18459,8,CASH_OUT,1,C6,1,0,C9,1,0,0
18460,8,CASH_OUT,1,C3,1,0,C2,1,1,0
18461,8,TRANSFER,5,C6,2,0,C1,2,5,0
18462,8,CASH_IN,1,C1,1,2,C9,0,3,0
18463,8,CASH_IN,1,C2,1,1,C1,0,0,0
18464,8,CASH_OUT,1,C4,1,0,C2,1,1,0
18465,8,CASH_OUT,1,C3,0,0,C7,2,4,0
18466,8,CASH_OUT,1,C6,0,0,C5,1,1,0
18467,8,CASH_OUT,2,C7,0,0,C6,3,2,0
18468,8,CASH_OUT,1,C1,0,0,C6,2,4,0
18469,8,CASH_OUT,2,C1,0,0,C7,4,4,0
18470,8,CASH_OUT,2,C2,0,0,C1,2,4,0
18471,8,CASH_OUT,1,C5,0,0,C6,3,4,0
18472,8,CASH_OUT,2,C3,0,0,C9,4,3,0
18473,8,CASH_OUT,1,C1,0,0,C1,2,0,0
18474,8,CASH_OUT,1,C1,0,0,C1,2,2,0
18475,8,CASH_OUT,1,C8,0,0,C2,2,2,0
18476,8,CASH_OUT,1,C1,0,0,C1,4,0,0
18477,8,CASH_OUT,1,C9,0,0,C6,8,6,0
18478,8,CASH_OUT,1,C1,0,0,C1,1,0,0
18479,8,CASH_OUT,1,C1,0,0,C7,1,0,0
18480,8,CASH_OUT,1,C1,0,0,C8,2,0,0
18481,8,CASH_OUT,1,C2,0,0,C1,2,2,0
18482,8,CASH_OUT,1,C9,0,0,C1,3,2,0
18483,8,CASH_OUT,1,C1,0,0,C1,1,0,0
18484,8,CASH_OUT,1,C6,0,0,C1,2,1,0
